56137.00000000,169629.00000000,3623.00000000,31478.000000
56196.00000000,169623.00000000,3627.00000000,37049.000000
56170.00000000,169616.00000000,3675.00000000,37267.000000
56260.00000000,169642.00000000,3735.00000000,35017.000000
56235.00000000,169669.00000000,3781.00000000,36197.000000
56204.00000000,169635.00000000,3841.00000000,37136.000000
56271.00000000,169629.00000000,3941.00000000,36000.000000
56384.00000000,169503.00000000,4060.00000000,39517.000000
56414.00000000,169518.00000000,4115.00000000,38206.000000
56453.00000000,169522.00000000,4153.00000000,36284.000000
56455.00000000,169519.00000000,4259.00000000,39539.000000
56461.00000000,169516.00000000,4361.00000000,39932.000000
56424.00000000,169513.00000000,4318.00000000,39168.000000
56429.00000000,169524.00000000,4420.00000000,36568.000000
56404.00000000,169500.00000000,4467.00000000,37486.000000
56371.00000000,169483.00000000,4527.00000000,37682.000000
56340.00000000,169482.00000000,4586.00000000,37660.000000
56481.00000000,169304.00000000,4537.00000000,27590.000000
56400.00000000,169304.00000000,4578.00000000,37879.000000
56481.00000000,169329.00000000,4426.00000000,38665.000000
56456.00000000,169302.00000000,4472.00000000,40566.000000
56420.00000000,169499.00000000,4214.00000000,38337.000000
56472.00000000,169305.00000000,4110.00000000,41374.000000
56441.00000000,169323.00000000,4059.00000000,37901.000000
56243.00000000,169642.00000000,4105.00000000,39058.000000
56212.00000000,169625.00000000,4164.00000000,36786.000000
56264.00000000,169637.00000000,4178.00000000,38490.000000
56268.00000000,169668.00000000,4283.00000000,37988.000000
56238.00000000,169628.00000000,4226.00000000,36175.000000
56207.00000000,169619.00000000,4285.00000000,39539.000000
56273.00000000,169654.00000000,4385.00000000,37857.000000
56242.00000000,169652.00000000,4331.00000000,37922.000000
56210.00000000,169621.00000000,4390.00000000,39386.000000
56247.00000000,169651.00000000,4434.00000000,36109.000000
56215.00000000,169636.00000000,4493.00000000,38600.000000
56280.00000000,169670.00000000,4483.00000000,34515.000000
56282.00000000,169642.00000000,4589.00000000,29796.000000
56254.00000000,169660.00000000,4533.00000000,37223.000000
56222.00000000,169619.00000000,4591.00000000,37857.000000
56190.00000000,169617.00000000,4541.00000000,36590.000000
56123.00000000,169644.00000000,4556.00000000,30255.000000
56117.00000000,169626.00000000,4452.00000000,31019.000000
56094.00000000,169732.00000000,4388.00000000,30998.000000
56095.00000000,169716.00000000,4272.00000000,28900.000000
56183.00000000,169598.00000000,4439.00000000,38643.000000
56153.00000000,169590.00000000,4497.00000000,44607.000000
56124.00000000,169617.00000000,4330.00000000,29032.000000
56150.00000000,169605.00000000,4392.00000000,41352.000000
56180.00000000,169587.00000000,4333.00000000,40391.000000
56187.00000000,169629.00000000,4212.00000000,37901.000000
56155.00000000,169607.00000000,4271.00000000,40784.000000
56127.00000000,169644.00000000,4213.00000000,29315.000000
56156.00000000,169614.00000000,4156.00000000,41352.000000
56119.00000000,169676.00000000,4115.00000000,30976.000000
56290.00000000,169423.00000000,4013.00000000,31937.000000
56242.00000000,169439.00000000,3992.00000000,35017.000000
56201.00000000,169409.00000000,3955.00000000,36568.000000
56260.00000000,169472.00000000,3845.00000000,35170.000000
56234.00000000,169447.00000000,3896.00000000,34755.000000
56317.00000000,169467.00000000,3740.00000000,37835.000000
56408.00000000,169308.00000000,3677.00000000,38447.000000
56314.00000000,169492.00000000,3632.00000000,35869.000000
56282.00000000,169472.00000000,3692.00000000,35607.000000
56285.00000000,169460.00000000,3799.00000000,35607.000000
56269.00000000,169648.00000000,4057.00000000,37027.000000
56215.00000000,169628.00000000,4047.00000000,35629.000000
56116.00000000,169688.00000000,4008.00000000,30583.000000
56189.00000000,169609.00000000,4096.00000000,38949.000000
56149.00000000,169599.00000000,4057.00000000,39757.000000
56108.00000000,169650.00000000,3907.00000000,32090.000000
56180.00000000,169625.00000000,3998.00000000,37114.000000
56145.00000000,169607.00000000,3950.00000000,33553.000000
56139.00000000,169622.00000000,3848.00000000,32243.000000
56177.00000000,169618.00000000,3890.00000000,37901.000000
56255.00000000,169672.00000000,3632.00000000,36852.000000
56227.00000000,169631.00000000,3682.00000000,37289.000000
56110.00000000,169702.00000000,3790.00000000,29490.000000
56107.00000000,169703.00000000,3679.00000000,29971.000000
56196.00000000,169617.00000000,3741.00000000,36044.000000
56170.00000000,169622.00000000,3790.00000000,38337.000000
56139.00000000,169605.00000000,3734.00000000,33095.000000
56127.00000000,169628.00000000,4659.00000000,31566.000000
56196.00000000,169616.00000000,4639.00000000,37966.000000
56164.00000000,169618.00000000,4698.00000000,41003.000000
56257.00000000,169650.00000000,4638.00000000,38621.000000
56224.00000000,169623.00000000,4697.00000000,36524.000000
56157.00000000,169597.00000000,4600.00000000,45372.000000
56284.00000000,169449.00000000,4691.00000000,35978.000000
56308.00000000,169464.00000000,4645.00000000,38884.000000
56096.00000000,169702.00000000,4718.00000000,30430.000000
56092.00000000,169716.00000000,4615.00000000,31172.000000
