69995.00000000,155564.00000000,3902.00000000,23876.000000
69957.00000000,155536.00000000,3947.00000000,25143.000000
69946.00000000,155556.00000000,3981.00000000,34078.000000
69992.00000000,155540.00000000,3984.00000000,23395.000000
70024.00000000,155550.00000000,4034.00000000,31675.000000
70069.00000000,155532.00000000,4035.00000000,35126.000000
70046.00000000,155537.00000000,4079.00000000,37748.000000
70182.00000000,155564.00000000,4150.00000000,65535.000000
70160.00000000,155561.00000000,4186.00000000,65535.000000
70144.00000000,155549.00000000,4109.00000000,65535.000000
70123.00000000,155557.00000000,4152.00000000,65535.000000
70243.00000000,155550.00000000,4222.00000000,20709.000000
70241.00000000,155588.00000000,4257.00000000,65535.000000
70223.00000000,155586.00000000,4382.00000000,56425.000000
70211.00000000,155576.00000000,4301.00000000,65535.000000
70233.00000000,155574.00000000,4449.00000000,52537.000000
70214.00000000,155577.00000000,4484.00000000,65535.000000
70242.00000000,155572.00000000,4525.00000000,42816.000000
70225.00000000,155577.00000000,4560.00000000,65535.000000
70226.00000000,155563.00000000,4639.00000000,47316.000000
70204.00000000,155569.00000000,4683.00000000,57583.000000
70244.00000000,155580.00000000,4715.00000000,40631.000000
70215.00000000,155571.00000000,4759.00000000,65535.000000
70222.00000000,155569.00000000,4837.00000000,33532.000000
70111.00000000,155526.00000000,4806.00000000,33837.000000
70179.00000000,155550.00000000,4803.00000000,33379.000000
70155.00000000,155553.00000000,4846.00000000,32046.000000
70125.00000000,155535.00000000,4882.00000000,32942.000000
70185.00000000,155544.00000000,4880.00000000,32898.000000
70019.00000000,155540.00000000,4886.00000000,33335.000000
70003.00000000,155533.00000000,4811.00000000,35126.000000
70094.00000000,155532.00000000,4841.00000000,30124.000000
70058.00000000,155509.00000000,4884.00000000,32833.000000
70054.00000000,155521.00000000,4807.00000000,32177.000000
70025.00000000,155503.00000000,4843.00000000,38731.000000
69925.00000000,155609.00000000,4822.00000000,34951.000000
69935.00000000,155680.00000000,4866.00000000,34711.000000
