412385.00000000,43986.00000000,6507.00000000,22959.000000,69647768.000000
412358.00000000,44010.00000000,6511.00000000,34711.000000,69647816.000000
412363.00000000,44013.00000000,6501.00000000,32177.000000,69647816.000000
412370.00000000,44004.00000000,6488.00000000,29010.000000,69647816.000000
412374.00000000,44006.00000000,6481.00000000,26279.000000,69647816.000000
412379.00000000,44001.00000000,6471.00000000,27328.000000,69647816.000000
412386.00000000,43987.00000000,6457.00000000,20075.000000,69647816.000000
412373.00000000,44004.00000000,6506.00000000,27284.000000,69647896.000000
412379.00000000,43999.00000000,6495.00000000,28638.000000,69647896.000000
412386.00000000,43986.00000000,6482.00000000,21080.000000,69647896.000000
412345.00000000,44013.00000000,6513.00000000,33401.000000,69648032.000000
412349.00000000,44016.00000000,6503.00000000,32701.000000,69648032.000000
412354.00000000,44013.00000000,6494.00000000,33379.000000,69648032.000000
412359.00000000,44013.00000000,6486.00000000,31391.000000,69648040.000000
412363.00000000,44016.00000000,6476.00000000,29468.000000,69648040.000000
412370.00000000,44001.00000000,6464.00000000,26716.000000,69648040.000000
412375.00000000,44001.00000000,6454.00000000,25078.000000,69648040.000000
412382.00000000,43996.00000000,6442.00000000,23832.000000,69648040.000000
412331.00000000,44013.00000000,6514.00000000,34209.000000,69648152.000000
412336.00000000,44016.00000000,6506.00000000,34689.000000,69648152.000000
412340.00000000,44017.00000000,6498.00000000,34296.000000,69648152.000000
412345.00000000,44017.00000000,6488.00000000,34012.000000,69648152.000000
412350.00000000,44015.00000000,6479.00000000,34799.000000,69648152.000000
412355.00000000,44017.00000000,6469.00000000,32745.000000,69648160.000000
412361.00000000,44011.00000000,6458.00000000,32046.000000,69648160.000000
412366.00000000,44014.00000000,6448.00000000,32614.000000,69648160.000000
412371.00000000,44010.00000000,6439.00000000,27590.000000,69648160.000000
412378.00000000,43994.00000000,6426.00000000,27568.000000,69648160.000000
412383.00000000,43991.00000000,6416.00000000,22784.000000,69648160.000000
412321.00000000,44015.00000000,6508.00000000,35978.000000,69648264.000000
412326.00000000,44018.00000000,6499.00000000,33357.000000,69648264.000000
412331.00000000,44015.00000000,6490.00000000,34624.000000,69648264.000000
412336.00000000,44019.00000000,6481.00000000,34318.000000,69648272.000000
412342.00000000,44018.00000000,6470.00000000,33291.000000,69648272.000000
412348.00000000,44014.00000000,6459.00000000,31194.000000,69648272.000000
412352.00000000,44015.00000000,6451.00000000,34973.000000,69648272.000000
412357.00000000,44010.00000000,6442.00000000,32570.000000,69648272.000000
412363.00000000,44010.00000000,6431.00000000,33684.000000,69648272.000000
412367.00000000,44009.00000000,6423.00000000,29949.000000,69648272.000000
412373.00000000,44005.00000000,6411.00000000,25667.000000,69648272.000000
412379.00000000,44001.00000000,6400.00000000,24925.000000,69648272.000000
412310.00000000,44006.00000000,6507.00000000,32002.000000,69648376.000000
412313.00000000,44010.00000000,6500.00000000,32177.000000,69648376.000000
412319.00000000,44010.00000000,6489.00000000,34449.000000,69648376.000000
412323.00000000,44015.00000000,6480.00000000,33007.000000,69648384.000000
412329.00000000,44016.00000000,6470.00000000,34711.000000,69648384.000000
412332.00000000,44019.00000000,6463.00000000,32745.000000,69648384.000000
412338.00000000,44017.00000000,6454.00000000,33728.000000,69648384.000000
412344.00000000,44016.00000000,6444.00000000,34646.000000,69648384.000000
412348.00000000,44015.00000000,6435.00000000,33641.000000,69648384.000000
412354.00000000,44015.00000000,6425.00000000,34405.000000,69648384.000000
412360.00000000,44011.00000000,6413.00000000,32374.000000,69648384.000000
412365.00000000,44013.00000000,6404.00000000,30998.000000,69648384.000000
412370.00000000,44007.00000000,6393.00000000,31609.000000,69648392.000000
412376.00000000,43998.00000000,6383.00000000,26650.000000,69648392.000000
412381.00000000,43999.00000000,6372.00000000,23679.000000,69648392.000000
412372.00000000,44004.00000000,6343.00000000,27830.000000,69648512.000000
412380.00000000,43987.00000000,6328.00000000,27786.000000,69648512.000000
412385.00000000,43986.00000000,6320.00000000,21561.000000,69648512.000000
412295.00000000,43981.00000000,6513.00000000,27677.000000,69648584.000000
412298.00000000,43992.00000000,6507.00000000,29687.000000,69648584.000000
412301.00000000,44005.00000000,6500.00000000,32396.000000,69648584.000000
412307.00000000,44005.00000000,6489.00000000,32133.000000,69648584.000000
412312.00000000,44007.00000000,6480.00000000,33684.000000,69648592.000000
412316.00000000,44012.00000000,6472.00000000,31697.000000,69648592.000000
412320.00000000,44009.00000000,6464.00000000,36262.000000,69648592.000000
412325.00000000,44010.00000000,6453.00000000,32942.000000,69648592.000000
412329.00000000,44014.00000000,6446.00000000,34733.000000,69648592.000000
412335.00000000,44016.00000000,6436.00000000,34362.000000,69648592.000000
412341.00000000,44017.00000000,6426.00000000,34427.000000,69648592.000000
412346.00000000,44016.00000000,6415.00000000,32592.000000,69648592.000000
412351.00000000,44014.00000000,6407.00000000,33553.000000,69648592.000000
412355.00000000,44015.00000000,6398.00000000,35498.000000,69648600.000000
412361.00000000,44010.00000000,6387.00000000,28660.000000,69648600.000000
412366.00000000,44009.00000000,6378.00000000,28136.000000,69648600.000000
412371.00000000,44009.00000000,6368.00000000,30408.000000,69648600.000000
412378.00000000,43997.00000000,6354.00000000,28158.000000,69648600.000000
412386.00000000,43984.00000000,6341.00000000,19573.000000,69648600.000000
412336.00000000,44017.00000000,6388.00000000,35301.000000,69648608.000000
412341.00000000,44017.00000000,6378.00000000,33248.000000,69648608.000000
412346.00000000,44017.00000000,6369.00000000,34187.000000,69648616.000000
412350.00000000,44016.00000000,6361.00000000,33619.000000,69648616.000000
